Address,State,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/26/2003,Parts per billion,16.75,47,22,44,Parts per million,0.023292,0.039,9,33,Parts per billion,1.225,1.6,2,3,Parts per million,0.375,0.8,0,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/27/2003,Parts per billion,23.291667,43,1,41,Parts per million,0.018792,0.035,10,30,Parts per billion,1,3,0,4,Parts per million,0.483333,1.2,1,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/27/2003,Parts per billion,23.291667,43,1,41,Parts per million,0.018792,0.035,10,30,Parts per billion,1,3,0,4,Parts per million,0.529167,0.8,1,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/27/2003,Parts per billion,23.291667,43,1,41,Parts per million,0.018792,0.035,10,30,Parts per billion,0.9625,2.6,2,4,Parts per million,0.483333,1.2,1,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/27/2003,Parts per billion,23.291667,43,1,41,Parts per million,0.018792,0.035,10,30,Parts per billion,0.9625,2.6,2,4,Parts per million,0.529167,0.8,1,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/28/2003,Parts per billion,29.416667,47,20,44,Parts per million,0.012042,0.029,10,25,Parts per billion,1.958333,7,9,10,Parts per million,0.754167,2.9,20,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/28/2003,Parts per billion,29.416667,47,20,44,Parts per million,0.012042,0.029,10,25,Parts per billion,1.958333,7,9,10,Parts per million,0.55,1.4,23,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/28/2003,Parts per billion,29.416667,47,20,44,Parts per million,0.012042,0.029,10,25,Parts per billion,1.9375,4,23,10,Parts per million,0.754167,2.9,20,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/28/2003,Parts per billion,29.416667,47,20,44,Parts per million,0.012042,0.029,10,25,Parts per billion,1.9375,4,23,10,Parts per million,0.55,1.4,23,16
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/29/2003,Parts per billion,31.166667,53,22,50,Parts per million,0.008792,0.021,9,18,Parts per billion,2.833333,7,22,10,Parts per million,1.070833,2.7,21,19
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/29/2003,Parts per billion,31.166667,53,22,50,Parts per million,0.008792,0.021,9,18,Parts per billion,2.833333,7,22,10,Parts per million,1.045833,1.7,23,19
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/29/2003,Parts per billion,31.166667,53,22,50,Parts per million,0.008792,0.021,9,18,Parts per billion,2.8,6.6,23,10,Parts per million,1.070833,2.7,21,19
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/29/2003,Parts per billion,31.166667,53,22,50,Parts per million,0.008792,0.021,9,18,Parts per billion,2.8,6.6,23,10,Parts per million,1.045833,1.7,23,19
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/30/2003,Parts per billion,44.363636,61,3,58,Parts per million,0.004875,0.01,9,8,Parts per billion,6.478261,12,23,17,Parts per million,2.004545,4.2,22,33
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/30/2003,Parts per billion,44.363636,61,3,58,Parts per million,0.004875,0.01,9,8,Parts per billion,6.478261,12,23,17,Parts per million,1.854167,2.9,7,33
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/30/2003,Parts per billion,44.363636,61,3,58,Parts per million,0.004875,0.01,9,8,Parts per billion,6.814286,10.3,5,17,Parts per million,2.004545,4.2,22,33
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/30/2003,Parts per billion,44.363636,61,3,58,Parts per million,0.004875,0.01,9,8,Parts per billion,6.814286,10.3,5,17,Parts per million,1.854167,2.9,7,33
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/31/2003,Parts per billion,42.047619,58,0,55,Parts per million,0.005158,0.008,9,7,Parts per billion,6.086957,11,0,16,Parts per million,1.804545,3.7,22,35
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/31/2003,Parts per billion,42.047619,58,0,55,Parts per million,0.005158,0.008,9,7,Parts per billion,6.086957,11,0,16,Parts per million,1.775,3.1,3,35
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/31/2003,Parts per billion,42.047619,58,0,55,Parts per million,0.005158,0.008,9,7,Parts per billion,6.1,10.3,2,16,Parts per million,1.804545,3.7,22,35
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,12/31/2003,Parts per billion,42.047619,58,0,55,Parts per million,0.005158,0.008,9,7,Parts per billion,6.1,10.3,2,16,Parts per million,1.775,3.1,3,35
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/1/2004,Parts per billion,26.291667,49,0,46,Parts per million,0.012833,0.025,10,21,Parts per billion,2.875,9,0,13,Parts per million,0.9625,2.9,0,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/1/2004,Parts per billion,26.291667,49,0,46,Parts per million,0.012833,0.025,10,21,Parts per billion,2.875,9,0,13,Parts per million,0.752632,1.6,5,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/1/2004,Parts per billion,26.291667,49,0,46,Parts per million,0.012833,0.025,10,21,Parts per billion,2.8375,8.6,2,13,Parts per million,0.9625,2.9,0,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/1/2004,Parts per billion,26.291667,49,0,46,Parts per million,0.012833,0.025,10,21,Parts per billion,2.8375,8.6,2,13,Parts per million,0.752632,1.6,5,18
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/2/2004,Parts per billion,26.375,43,21,41,Parts per million,0.010083,0.024,10,20,Parts per billion,2.375,5,20,7,Parts per million,0.958333,2.6,22,17
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/2/2004,Parts per billion,26.375,43,21,41,Parts per million,0.010083,0.024,10,20,Parts per billion,2.375,5,20,7,Parts per million,0.891667,1.5,23,17
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/2/2004,Parts per billion,26.375,43,21,41,Parts per million,0.010083,0.024,10,20,Parts per billion,2.325,4.6,23,7,Parts per million,0.958333,2.6,22,17
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/2/2004,Parts per billion,26.375,43,21,41,Parts per million,0.010083,0.024,10,20,Parts per billion,2.325,4.6,23,7,Parts per million,0.891667,1.5,23,17
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/3/2004,Parts per billion,24.083333,40,0,38,Parts per million,0.012667,0.029,12,25,Parts per billion,2,6,0,9,Parts per million,0.670833,2.9,0,22
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/3/2004,Parts per billion,24.083333,40,0,38,Parts per million,0.012667,0.029,12,25,Parts per billion,2,6,0,9,Parts per million,0.879167,1.9,1,22
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/3/2004,Parts per billion,24.083333,40,0,38,Parts per million,0.012667,0.029,12,25,Parts per billion,1.9625,3.6,2,9,Parts per million,0.670833,2.9,0,22
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/3/2004,Parts per billion,24.083333,40,0,38,Parts per million,0.012667,0.029,12,25,Parts per billion,1.9625,3.6,2,9,Parts per million,0.879167,1.9,1,22
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/4/2004,Parts per billion,33.375,55,23,52,Parts per million,0.010875,0.025,10,21,Parts per billion,3.208333,8,23,11,Parts per million,1.033333,3.6,23,22
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/4/2004,Parts per billion,33.375,55,23,52,Parts per million,0.010875,0.025,10,21,Parts per billion,3.208333,8,23,11,Parts per million,0.745833,1.9,23,22
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/4/2004,Parts per billion,33.375,55,23,52,Parts per million,0.010875,0.025,10,21,Parts per billion,3.1875,6.6,23,11,Parts per million,1.033333,3.6,23,22
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/4/2004,Parts per billion,33.375,55,23,52,Parts per million,0.010875,0.025,10,21,Parts per billion,3.1875,6.6,23,11,Parts per million,0.745833,1.9,23,22
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/5/2004,Parts per billion,44.125,62,18,60,Parts per million,0.005333,0.009,9,8,Parts per billion,5.458333,11,23,16,Parts per million,2.125,4.1,23,33
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/5/2004,Parts per billion,44.125,62,18,60,Parts per million,0.005333,0.009,9,8,Parts per billion,5.458333,11,23,16,Parts per million,2.033333,2.9,2,33
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/5/2004,Parts per billion,44.125,62,18,60,Parts per million,0.005333,0.009,9,8,Parts per billion,5.425,10.3,23,16,Parts per million,2.125,4.1,23,33
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/5/2004,Parts per billion,44.125,62,18,60,Parts per million,0.005333,0.009,9,8,Parts per billion,5.425,10.3,23,16,Parts per million,2.033333,2.9,2,33
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/6/2004,Parts per billion,50.75,71,10,69,Parts per million,0.007292,0.014,9,12,Parts per billion,8.083333,14,8,20,Parts per million,2.354167,4.3,8,38
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/6/2004,Parts per billion,50.75,71,10,69,Parts per million,0.007292,0.014,9,12,Parts per billion,8.083333,14,8,20,Parts per million,2.4625,3.3,3,38
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/6/2004,Parts per billion,50.75,71,10,69,Parts per million,0.007292,0.014,9,12,Parts per billion,8.05,12.6,8,20,Parts per million,2.354167,4.3,8,38
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/6/2004,Parts per billion,50.75,71,10,69,Parts per million,0.007292,0.014,9,12,Parts per billion,8.05,12.6,8,20,Parts per million,2.4625,3.3,3,38
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/7/2004,Parts per billion,58,77,10,76,Parts per million,0.001833,0.003,0,3,Parts per billion,8.913043,13,10,19,Parts per million,2.173913,3.8,0,34
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/7/2004,Parts per billion,58,77,10,76,Parts per million,0.001833,0.003,0,3,Parts per billion,8.913043,13,10,19,Parts per million,2.270833,3,5,34
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/7/2004,Parts per billion,58,77,10,76,Parts per million,0.001833,0.003,0,3,Parts per billion,8.628571,11.3,2,19,Parts per million,2.173913,3.8,0,34
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/7/2004,Parts per billion,58,77,10,76,Parts per million,0.001833,0.003,0,3,Parts per billion,8.628571,11.3,2,19,Parts per million,2.270833,3,5,34
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/8/2004,Parts per billion,49.25,61,21,58,Parts per million,0.002833,0.006,9,5,Parts per billion,7.083333,11,21,16,Parts per million,1.745833,3.6,22,25
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/8/2004,Parts per billion,49.25,61,21,58,Parts per million,0.002833,0.006,9,5,Parts per billion,7.083333,11,21,16,Parts per million,1.641667,2.2,23,25
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/8/2004,Parts per billion,49.25,61,21,58,Parts per million,0.002833,0.006,9,5,Parts per billion,7.0625,10,23,16,Parts per million,1.745833,3.6,22,25
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/8/2004,Parts per billion,49.25,61,21,58,Parts per million,0.002833,0.006,9,5,Parts per billion,7.0625,10,23,16,Parts per million,1.641667,2.2,23,25
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/9/2004,Parts per billion,43.285714,55,9,52,Parts per million,0.007333,0.015,9,13,Parts per billion,5.375,10,5,14,Parts per million,1.541667,3.4,7,28
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/9/2004,Parts per billion,43.285714,55,9,52,Parts per million,0.007333,0.015,9,13,Parts per billion,5.375,10,5,14,Parts per million,1.766667,2.5,1,28
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/9/2004,Parts per billion,43.285714,55,9,52,Parts per million,0.007333,0.015,9,13,Parts per billion,5.325,9.6,8,14,Parts per million,1.541667,3.4,7,28
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/9/2004,Parts per billion,43.285714,55,9,52,Parts per million,0.007333,0.015,9,13,Parts per billion,5.325,9.6,8,14,Parts per million,1.766667,2.5,1,28
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/10/2004,Parts per billion,24.75,42,18,40,Parts per million,0.014292,0.031,9,26,Parts per billion,2.208333,4,4,6,Parts per million,0.3875,1,18,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/10/2004,Parts per billion,24.75,42,18,40,Parts per million,0.014292,0.031,9,26,Parts per billion,2.208333,4,4,6,Parts per million,0.491667,1.2,0,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/10/2004,Parts per billion,24.75,42,18,40,Parts per million,0.014292,0.031,9,26,Parts per billion,2.2,3,5,6,Parts per million,0.3875,1,18,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/10/2004,Parts per billion,24.75,42,18,40,Parts per million,0.014292,0.031,9,26,Parts per billion,2.2,3,5,6,Parts per million,0.491667,1.2,0,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/11/2004,Parts per billion,32.208333,56,5,53,Parts per million,0.011667,0.026,9,22,Parts per billion,3.916667,10,8,14,Parts per million,0.966667,3.2,8,24
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/11/2004,Parts per billion,32.208333,56,5,53,Parts per million,0.011667,0.026,9,22,Parts per billion,3.916667,10,8,14,Parts per million,0.991667,2.1,9,24
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/11/2004,Parts per billion,32.208333,56,5,53,Parts per million,0.011667,0.026,9,22,Parts per billion,3.9,8,8,14,Parts per million,0.966667,3.2,8,24
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/11/2004,Parts per billion,32.208333,56,5,53,Parts per million,0.011667,0.026,9,22,Parts per billion,3.9,8,8,14,Parts per million,0.991667,2.1,9,24
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/12/2004,Parts per billion,29.428571,58,20,55,Parts per million,0.00975,0.024,10,20,Parts per billion,3.863636,10,8,14,Parts per million,0.965217,2.9,8,17
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/12/2004,Parts per billion,29.428571,58,20,55,Parts per million,0.00975,0.024,10,20,Parts per billion,3.863636,10,8,14,Parts per million,0.754167,1.5,23,17
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/12/2004,Parts per billion,29.428571,58,20,55,Parts per million,0.00975,0.024,10,20,Parts per billion,3.942857,7,8,14,Parts per million,0.965217,2.9,8,17
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/12/2004,Parts per billion,29.428571,58,20,55,Parts per million,0.00975,0.024,10,20,Parts per billion,3.942857,7,8,14,Parts per million,0.754167,1.5,23,17
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/13/2004,Parts per billion,36.25,51,0,48,Parts per million,0.007042,0.019,9,16,Parts per billion,4.304348,8,0,11,Parts per million,1.125,2.3,0,23
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/13/2004,Parts per billion,36.25,51,0,48,Parts per million,0.007042,0.019,9,16,Parts per billion,4.304348,8,0,11,Parts per million,1.233333,2,1,23
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/13/2004,Parts per billion,36.25,51,0,48,Parts per million,0.007042,0.019,9,16,Parts per billion,4.3,6.6,2,11,Parts per million,1.125,2.3,0,23
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/13/2004,Parts per billion,36.25,51,0,48,Parts per million,0.007042,0.019,9,16,Parts per billion,4.3,6.6,2,11,Parts per million,1.233333,2,1,23
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/14/2004,Parts per billion,32.571429,58,7,55,Parts per million,0.012125,0.024,19,20,Parts per billion,5.434783,14,8,20,Parts per million,1.130435,3.5,9,27
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/14/2004,Parts per billion,32.571429,58,7,55,Parts per million,0.012125,0.024,19,20,Parts per billion,5.434783,14,8,20,Parts per million,1.270833,2.4,12,27
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/14/2004,Parts per billion,32.571429,58,7,55,Parts per million,0.012125,0.024,19,20,Parts per billion,4.771429,9.3,11,20,Parts per million,1.130435,3.5,9,27
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/14/2004,Parts per billion,32.571429,58,7,55,Parts per million,0.012125,0.024,19,20,Parts per billion,4.771429,9.3,11,20,Parts per million,1.270833,2.4,12,27
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/15/2004,Parts per billion,24.083333,49,20,46,Parts per million,0.012417,0.028,9,24,Parts per billion,2.666667,6,20,9,Parts per million,0.65,2.1,20,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/15/2004,Parts per billion,24.083333,49,20,46,Parts per million,0.012417,0.028,9,24,Parts per billion,2.666667,6,20,9,Parts per million,0.479167,1.2,23,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/15/2004,Parts per billion,24.083333,49,20,46,Parts per million,0.012417,0.028,9,24,Parts per billion,2.6375,4.3,23,9,Parts per million,0.65,2.1,20,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/15/2004,Parts per billion,24.083333,49,20,46,Parts per million,0.012417,0.028,9,24,Parts per billion,2.6375,4.3,23,9,Parts per million,0.479167,1.2,23,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/16/2004,Parts per billion,31.041667,43,7,41,Parts per million,0.010333,0.022,10,19,Parts per billion,4.416667,9,12,13,Parts per million,1.0625,2.9,6,24
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/16/2004,Parts per billion,31.041667,43,7,41,Parts per million,0.010333,0.022,10,19,Parts per billion,4.416667,9,12,13,Parts per million,1.191667,2.1,8,24
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/16/2004,Parts per billion,31.041667,43,7,41,Parts per million,0.010333,0.022,10,19,Parts per billion,4.4125,7,8,13,Parts per million,1.0625,2.9,6,24
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/16/2004,Parts per billion,31.041667,43,7,41,Parts per million,0.010333,0.022,10,19,Parts per billion,4.4125,7,8,13,Parts per million,1.191667,2.1,8,24
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/17/2004,Parts per billion,32.416667,52,20,49,Parts per million,0.01175,0.031,10,26,Parts per billion,3,9,8,13,Parts per million,0.891667,2.4,8,15
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/17/2004,Parts per billion,32.416667,52,20,49,Parts per million,0.01175,0.031,10,26,Parts per billion,3,9,8,13,Parts per million,0.729167,1.3,23,15
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/17/2004,Parts per billion,32.416667,52,20,49,Parts per million,0.01175,0.031,10,26,Parts per billion,2.975,5.6,8,13,Parts per million,0.891667,2.4,8,15
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/17/2004,Parts per billion,32.416667,52,20,49,Parts per million,0.01175,0.031,10,26,Parts per billion,2.975,5.6,8,13,Parts per million,0.729167,1.3,23,15
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/18/2004,Parts per billion,32.041667,56,21,53,Parts per million,0.01225,0.031,10,26,Parts per billion,3.958333,8,21,11,Parts per million,1.366667,3.4,23,23
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/18/2004,Parts per billion,32.041667,56,21,53,Parts per million,0.01225,0.031,10,26,Parts per billion,3.958333,8,21,11,Parts per million,1.216667,2,23,23
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/18/2004,Parts per billion,32.041667,56,21,53,Parts per million,0.01225,0.031,10,26,Parts per billion,3.9125,7.3,23,11,Parts per million,1.366667,3.4,23,23
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/18/2004,Parts per billion,32.041667,56,21,53,Parts per million,0.01225,0.031,10,26,Parts per billion,3.9125,7.3,23,11,Parts per million,1.216667,2,23,23
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/19/2004,Parts per billion,34.875,57,19,54,Parts per million,0.014875,0.025,20,21,Parts per billion,4.25,12,12,17,Parts per million,0.908333,3.4,0,32
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/19/2004,Parts per billion,34.875,57,19,54,Parts per million,0.014875,0.025,20,21,Parts per billion,4.25,12,12,17,Parts per million,1.233333,2.8,2,32
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/19/2004,Parts per billion,34.875,57,19,54,Parts per million,0.014875,0.025,20,21,Parts per billion,4.225,9.3,14,17,Parts per million,0.908333,3.4,0,32
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/19/2004,Parts per billion,34.875,57,19,54,Parts per million,0.014875,0.025,20,21,Parts per billion,4.225,9.3,14,17,Parts per million,1.233333,2.8,2,32
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/20/2004,Parts per billion,33.708333,58,7,55,Parts per million,0.0155,0.032,10,27,Parts per billion,1.875,5,7,7,Parts per million,0.6,1.5,7,10
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/20/2004,Parts per billion,33.708333,58,7,55,Parts per million,0.0155,0.032,10,27,Parts per billion,1.875,5,7,7,Parts per million,0.566667,0.9,11,10
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/20/2004,Parts per billion,33.708333,58,7,55,Parts per million,0.0155,0.032,10,27,Parts per billion,1.85,4.6,8,7,Parts per million,0.6,1.5,7,10
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/20/2004,Parts per billion,33.708333,58,7,55,Parts per million,0.0155,0.032,10,27,Parts per billion,1.85,4.6,8,7,Parts per million,0.566667,0.9,11,10
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/21/2004,Parts per billion,22.380952,36,21,34,Parts per million,0.019083,0.028,11,24,Parts per billion,0.478261,1,0,1,Parts per million,0.413043,0.9,9,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/21/2004,Parts per billion,22.380952,36,21,34,Parts per million,0.019083,0.028,11,24,Parts per billion,0.478261,1,0,1,Parts per million,0.479167,0.7,0,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/21/2004,Parts per billion,22.380952,36,21,34,Parts per million,0.019083,0.028,11,24,Parts per billion,0.4,1,2,1,Parts per million,0.413043,0.9,9,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/21/2004,Parts per billion,22.380952,36,21,34,Parts per million,0.019083,0.028,11,24,Parts per billion,0.4,1,2,1,Parts per million,0.479167,0.7,0,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/22/2004,Parts per billion,23.208333,41,20,39,Parts per million,0.013375,0.028,10,24,Parts per billion,0.166667,1,20,1,Parts per million,0.454167,1,22,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/22/2004,Parts per billion,23.208333,41,20,39,Parts per million,0.013375,0.028,10,24,Parts per billion,0.166667,1,20,1,Parts per million,0.408333,0.6,22,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/22/2004,Parts per billion,23.208333,41,20,39,Parts per million,0.013375,0.028,10,24,Parts per billion,0.1625,1,23,1,Parts per million,0.454167,1,22,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/22/2004,Parts per billion,23.208333,41,20,39,Parts per million,0.013375,0.028,10,24,Parts per billion,0.1625,1,23,1,Parts per million,0.408333,0.6,22,7
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/23/2004,Parts per billion,30.833333,43,10,41,Parts per million,0.012542,0.02,22,17,Parts per billion,1.25,3,7,4,Parts per million,0.758333,1.9,7,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/23/2004,Parts per billion,30.833333,43,10,41,Parts per million,0.012542,0.02,22,17,Parts per billion,1.25,3,7,4,Parts per million,0.8125,1.2,8,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/23/2004,Parts per billion,30.833333,43,10,41,Parts per million,0.012542,0.02,22,17,Parts per billion,1.225,2.6,8,4,Parts per million,0.758333,1.9,7,14
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,1/23/2004,Parts per billion,30.833333,43,10,41,Parts per million,0.012542,0.02,22,17,Parts per billion,1.225,2.6,8,4,Parts per million,0.8125,1.2,8,14
